model,precision,batch_size,power_mode,p_peak_w,energy_per_inf_j,thermal_ramp_c_per_s,speed_score,pareto
yolov8n,INT8,2,15W,10.850483900366958,0.42995991971342307,2.773699460967317,2.3257981829248644,0
yolov8n,INT8,2,25W,18.002390085545752,0.6769345058502159,4.629356233279163,1.4772477859494257,0
yolov8n,INT8,2,MAXN,28.752868640517033,1.0314800229333274,7.348707370864759,0.9694807245575107,0
yolov8n,INT8,4,7W,5.724809994750469,0.28982440140950283,1.1432482084359985,3.45036510085659,0
yolov8n,INT8,4,15W,11.966404595461595,0.5442126394072951,2.455618935448919,1.8375170431342889,0
yolov8n,INT8,4,25W,19.940754000712705,0.8408226490587885,4.026197367971243,1.1893114453082272,0
yolov8n,INT8,4,MAXN,31.81126732779845,1.283508755957053,6.434996226955284,0.7791142797887236,0
yolov8n,INT8,8,7W,6.249318486662936,0.357618194523549,1.0380183895884094,2.796278308301091,0
yolov8n,INT8,8,15W,13.3118688016145,0.6851403325921709,2.21551576222495,1.4595550027197846,0
yolov8n,INT8,8,25W,22.22957571531733,1.0484411258055435,3.5837159369929235,0.9537969995517631,0
yolov8n,INT8,8,MAXN,35.44707258559178,1.5980248167966138,5.711815475449615,0.6257725095938066,0
yolov8n,INT8,16,7W,6.935836683083232,0.4465337289734681,0.9246146573248638,2.2394724857602357,0
yolov8n,INT8,16,15W,14.702944466556279,0.8543884910729893,1.9780099304150252,1.1704277508983572,0
yolov8n,INT8,16,25W,24.337670522800963,1.336130832798069,3.2523847238633095,0.7484297012335551,0
yolov8n,INT8,16,MAXN,38.69859041612287,2.0936363051721423,5.1509309652565785,0.4776378769940075,0
yolov8n,FP8,1,7W,4.622653084959876,0.1822469248208855,1.4945678111819858,5.487061035366233,0
yolov8n,FP8,1,15W,9.982138362827515,0.3511388951317593,3.1044254985068913,2.847875908548285,0
yolov8n,FP8,1,25W,16.464176228212004,0.5570572097495592,5.16286585652147,1.7951477559182445,0
yolov8n,FP8,1,MAXN,26.37638421818345,0.8328474366942675,8.191959360155973,1.2007000993713726,0
yolov8n,FP8,2,7W,5.178709346219118,0.22901946993181685,1.296145471305599,4.366440985553401,0
yolov8n,FP8,2,15W,10.825478232386024,0.42974207177592877,2.787442940271309,2.3269771932439713,0
yolov8n,FP8,2,25W,17.97033743570709,0.6767166579127214,4.6439608777850125,1.4777233400525713,0
yolov8n,FP8,2,MAXN,28.708715006968376,1.0253761629128326,7.337091932997318,0.9752518501690683,0
yolov8n,FP8,4,7W,5.701750817508266,0.28790041462256555,1.1422242978937103,3.4734232714148385,0
yolov8n,FP8,4,15W,11.97879095296744,0.5431744836394554,2.4590885317412137,1.84102904337416,0
yolov8n,FP8,4,25W,19.946093376360828,0.8397844932909487,4.030528129465397,1.1907816921948613,0
yolov8n,FP8,4,MAXN,31.824450333908285,1.2765845881062128,6.414345027927029,0.7833401791913215,0
yolov8n,FP8,8,7W,6.247506025749066,0.35587818039967317,1.0154053096341369,2.80995030062517,0
yolov8n,FP8,8,15W,13.345501875448678,0.6842861494873926,2.1973961891052607,1.461376941136559,0
yolov8n,FP8,8,25W,22.25616180729379,1.0475869427007651,3.56645752907509,0.9545747080637698,0
yolov8n,FP8,8,MAXN,35.61281831342769,1.5912846216088352,5.670961073548783,0.6284230906404228,0
yolov8n,FP8,16,7W,6.969477928572548,0.44184694644585915,0.8981471848037126,2.2632271379124105,0
yolov8n,FP8,16,15W,14.782586317909296,0.8505875395644777,1.956035964728457,1.1756579464025834,0
yolov8n,FP8,16,25W,24.488734824740195,1.3323298812895576,3.2312719233785976,0.7505648668872482,0
yolov8n,FP8,16,MAXN,39.43203269008878,2.0839493415806305,5.111620679725092,0.4798581136533394,0
yolov8n,INT4,1,7W,4.223856954606221,0.16777399724574663,1.4014611769692191,5.960399206172885,0
yolov8n,INT4,1,15W,9.085043492348454,0.31659483180081177,3.0005578985833696,3.1586112581558443,0
yolov8n,INT4,1,25W,15.146619317962926,0.5068479494616785,5.066557669455596,1.972978288778906,0
yolov8n,INT4,1,MAXN,24.10413435974689,0.8010299929720305,8.24206853449431,1.2483927053589328,0
yolov8n,INT4,2,7W,4.743376572155308,0.2112540183943694,1.2855767448020186,4.733637767463424,0
yolov8n,INT4,2,15W,9.928444945206438,0.3910196534635749,2.7661132480569717,2.5574162094979047,0
yolov8n,INT4,2,25W,16.558933837655513,0.6301900896011547,4.630190598428324,1.586822796012068,0
yolov8n,INT4,2,MAXN,26.455333094103043,0.9965546464132881,7.469739015044842,1.003457265087381,0
yolov8n,INT4,4,7W,5.212300186846292,0.2605326984523325,1.1395837739868444,3.838289803699867,0
yolov8n,INT4,4,15W,10.926951120746107,0.48687883911992436,2.4504401792056982,2.0538990805342587,0
yolov8n,INT4,4,25W,18.337148039583145,0.7794564541565311,4.03600473868017,1.2829453071655228,0
yolov8n,INT4,4,MAXN,29.01094980569405,1.2339616007838172,6.565000876695134,0.8103979891795628,0
yolov8n,INT4,8,7W,5.727078232606796,0.3269087447389355,1.0343539551392553,3.0589576329583514,0
yolov8n,INT4,8,15W,12.14062895031971,0.6263887854773571,2.2103370059817293,1.596452591720527,0
yolov8n,INT4,8,25W,20.356514312691708,0.9888177678575786,3.593523307701849,1.0113086885227087,0
yolov8n,INT4,8,MAXN,32.272154268947716,1.5502204985776697,5.841820125189465,0.6450695245724734,0
yolov8n,INT4,16,7W,6.366942365200066,0.40715767309123124,0.9203148945067016,2.4560509750627526,0
yolov8n,INT4,16,15W,13.578004801185038,0.7792384562406343,1.9435695232505614,1.2833042209241186,0
yolov8n,INT4,16,25W,22.3846251292132,1.1899938549065678,3.17136625090192,0.8403404739249808,0
yolov8n,INT4,16,MAXN,35.85555971103561,1.887485100101104,5.134204309548706,0.5298055067806546,0
llama3.2-1b,FP16,1,7W,5.245109895651931,0.21274778605038377,1.5375778357234438,4.700401440432269,0
llama3.2-1b,FP16,1,15W,11.541790965592046,0.44623858596658206,3.133234296017935,2.2409536769079135,0
llama3.2-1b,FP16,1,25W,18.857176697612623,0.7244759261787281,5.13193867570727,1.3803081149632295,0
llama3.2-1b,FP16,1,MAXN,30.138676000906308,1.1597963129774826,8.361822765506927,0.862220364740386,0
llama3.2-1b,FP16,2,7W,5.755763793419072,0.2757933587917859,1.3550932471306487,3.6259031195706353,0
llama3.2-1b,FP16,2,15W,12.406256384613174,0.5516652205373229,2.832189489065942,1.8126935735154706,0
llama3.2-1b,FP16,2,25W,20.47973054278325,0.8819471566983748,4.628971448254403,1.13385478075984,0
llama3.2-1b,FP16,2,MAXN,32.89184393471961,1.3958775086405633,7.525806466919176,0.7163952379846668,0
llama3.2-1b,FP16,4,7W,6.466211861022054,0.339253593304828,1.1299738910455892,2.9476474818100877,0
llama3.2-1b,FP16,4,15W,13.80175228224075,0.6715142902267249,2.398633567094271,1.4891715851085874,0
llama3.2-1b,FP16,4,25W,22.985577978814923,1.0634442458459457,3.907274419369691,0.940340787875083,0
llama3.2-1b,FP16,4,MAXN,37.003963417971654,1.713630382950899,6.460606893614789,0.583556413301907,0
llama3.2-1b,FP16,8,7W,7.296632560572679,0.43402525527407376,1.0067154231432804,2.3040133905768463,0
llama3.2-1b,FP16,8,15W,15.453128696031804,0.8593579372442527,2.1405017448155825,1.1636594679124643,0
llama3.2-1b,FP16,8,25W,25.567964828732478,1.3595684924018778,3.447983388436091,0.7355274894855447,0
llama3.2-1b,FP16,8,MAXN,40.84517555110788,2.217857538603296,5.733831848153574,0.45088558782263066,0
llama3.2-1b,FP16,16,7W,8.121842251446301,0.5655282714540347,0.8817424581910279,1.7682581941109525,0
llama3.2-1b,FP16,16,15W,17.242954085645408,1.0696562954673035,1.8920440959307165,0.9348797405648208,0
llama3.2-1b,FP16,16,25W,28.633939967517456,1.738066896397792,3.1168073390474658,0.5753518475454178,0
llama3.2-1b,FP16,16,MAXN,45.46547818203273,2.7590088858642634,5.165748972188051,0.3624489957692719,1
llama3.2-1b,INT8,1,7W,4.632201927392621,0.20163930385642456,1.4804322973792579,4.959350587284515,0
llama3.2-1b,INT8,1,15W,9.973016836224833,0.39545949220454785,3.097171882194393,2.5287040005674184,0
llama3.2-1b,INT8,1,25W,16.252425210428637,0.6315703120922413,5.124354242528277,1.5833549817869672,0
llama3.2-1b,INT8,1,MAXN,26.084838779185525,1.0083465031219234,8.342276153729568,0.9917225843536106,0
llama3.2-1b,INT8,2,7W,5.072992689695404,0.24804937113977357,1.3364020406010748,4.031455493739225,0
llama3.2-1b,INT8,2,15W,10.701091206826884,0.4776672903356139,2.8345814070570126,2.0935073852291413,0
llama3.2-1b,INT8,2,25W,17.64332091896726,0.7597506508853671,4.6598413468900235,1.3162213139727632,0
llama3.2-1b,INT8,2,MAXN,28.301904069013986,1.2087093552168298,7.541800809669112,0.8273287500290841,0
llama3.2-1b,INT8,4,7W,5.577701881478816,0.3053421337775468,1.1511591477866743,3.275014776468869,0
llama3.2-1b,INT8,4,15W,11.790367882153868,0.5917857436265613,2.474905279124405,1.6898007611197827,0
llama3.2-1b,INT8,4,25W,19.53279047251656,0.933257943054125,4.012024112044381,1.0715151233832083,0
llama3.2-1b,INT8,4,MAXN,31.29625135930934,1.4813666721388319,6.5461440730368325,0.6750523140608912,0
llama3.2-1b,INT8,8,7W,6.148420538123152,0.38049084903250235,1.0206892628276394,2.6281841009915534,0
llama3.2-1b,INT8,8,15W,13.182042253038638,0.7600064439297988,2.209562039788991,1.3157783173906474,0
llama3.2-1b,INT8,8,25W,21.85547527952782,1.1832237055451151,3.544302614954616,0.8451487198181993,0
llama3.2-1b,INT8,8,MAXN,35.12636401195233,1.8429661750306074,5.790769801353985,0.5426035559135491,0
llama3.2-1b,INT8,16,7W,6.894162131715997,0.46559866748620005,0.8890924445808055,2.147772469794792,0
llama3.2-1b,INT8,16,15W,14.610978387885641,0.9212859313379649,1.9395454796664546,1.085439347312859,0
llama3.2-1b,INT8,16,25W,24.12905547603148,1.4793436375199405,3.1809925230124714,0.6759754627913629,0
llama3.2-1b,INT8,16,MAXN,38.64173476359072,2.370463371156255,5.185154373898716,0.42185844850756926,0
llama3.2-1b,FP8,1,7W,4.561814020683306,0.1995228856174127,1.515139133903511,5.011956382374656,0
llama3.2-1b,FP8,1,15W,9.902628929515517,0.3929215489186975,3.136372225553225,2.545037305161692,0
llama3.2-1b,FP8,1,25W,16.174990321861596,0.629032368806391,5.144179968984732,1.589743309867395,0
llama3.2-1b,FP8,1,MAXN,25.99530290690849,1.0033869343808945,8.370584328846952,0.9966244982221297,0
llama3.2-1b,FP8,2,7W,5.091102401109667,0.24767805045414706,1.3464888205476178,4.037499480339019,0
llama3.2-1b,FP8,2,15W,10.719200918241148,0.4777602756222467,2.8491616938381354,2.0930999311267047,0
llama3.2-1b,FP8,2,25W,17.654383648523794,0.7598436361719997,4.655047016768768,1.3160602423912886,0
llama3.2-1b,FP8,2,MAXN,28.300865814860526,1.207067479801907,7.545488928208785,0.8284540978306457,0
llama3.2-1b,FP8,4,7W,5.611878509743409,0.3041505052615751,1.1079490433390424,3.287845927265455,0
llama3.2-1b,FP8,4,15W,11.859990045166507,0.5910584210828487,2.436188681511353,1.691880132877474,0
llama3.2-1b,FP8,4,25W,19.59536565367148,0.9325306205104124,3.953932897528952,1.072350846187398,0
llama3.2-1b,FP8,4,MAXN,31.36667017092597,1.4789044888935636,6.497773429033212,0.6761761881919406,0
llama3.2-1b,FP8,8,7W,6.180437038111261,0.3794831931795921,0.9811300550794678,2.6351628160953773,0
llama3.2-1b,FP8,8,15W,13.249504287774792,0.7594630940491476,2.1744963388754,1.3167196771450838,0
llama3.2-1b,FP8,8,25W,21.915890332406256,1.1826803556644638,3.4898622971386457,0.8455370000951535,0
llama3.2-1b,FP8,8,MAXN,35.32593870069021,1.8406879644484009,5.747436020589234,0.5432751337077766,0
llama3.2-1b,FP8,16,7W,6.949186275603695,0.46282362320035714,0.849533236832634,2.160650299319528,0
llama3.2-1b,FP8,16,15W,14.712003137637037,0.9189751930243809,1.9044797787528676,1.0881686552484224,0
llama3.2-1b,FP8,16,25W,24.301502676369093,1.4770328992063566,3.126552205196501,0.6770329899471588,0
llama3.2-1b,FP8,16,MAXN,39.39655993595501,2.3664177721411157,5.147219102070191,0.42257965257555014,0
llama3.2-1b,INT4,1,7W,4.161485427166652,0.1766857222209393,1.375835411393147,5.659766886820289,0
llama3.2-1b,INT4,1,15W,9.03046175583885,0.3459830287909381,2.9863075373321077,2.890315179604531,0
llama3.2-1b,INT4,1,25W,14.983314484727105,0.5656454344804326,5.020664989481365,1.7678919320166335,0
llama3.2-1b,INT4,1,MAXN,23.881726727839357,0.9108886470914318,8.15824599752292,1.0978290301378886,0
llama3.2-1b,INT4,2,7W,4.6688542807047,0.21792775538488016,1.231805154614964,4.5886766384296,0
llama3.2-1b,INT4,2,15W,9.861712444685798,0.42302279280259597,2.7237170621947273,2.363938816097437,0
llama3.2-1b,INT4,2,25W,16.383478240408675,0.6965187861118702,4.556152093843112,1.4357114552246788,0
llama3.2-1b,INT4,2,MAXN,26.220774698184467,1.1139445120246498,7.357770653462457,0.8977107829028665,0
llama3.2-1b,INT4,4,7W,5.060436983554343,0.2771540831642266,1.1544755157667255,3.608101271982538,0
llama3.2-1b,INT4,4,15W,10.772619477383477,0.5311038496607251,2.476707325310389,1.8828709312478358,0
llama3.2-1b,INT4,4,25W,18.051842957644304,0.8677604372321359,4.027566798938384,1.1523917859054094,0
llama3.2-1b,INT4,4,MAXN,28.65138488971506,1.38433618789816,6.481345856771092,0.7223678819798114,0
llama3.2-1b,INT4,8,7W,5.571785929752809,0.3506917493464426,1.0240056308076906,2.8515070624376637,0
llama3.2-1b,INT4,8,15W,11.98286820739504,0.6977135008912229,2.211364085974975,1.4332530454443724,0
llama3.2-1b,INT4,8,25W,20.0554330588656,1.1192757344321225,3.5598453018486174,0.8934348965470619,0
llama3.2-1b,INT4,8,MAXN,32.05725748352448,1.7474852254989308,5.725971585088245,0.5722509039894665,0
llama3.2-1b,INT4,16,7W,6.28958137834859,0.45112468916771,0.8864818819001324,2.2166820482490603,0
llama3.2-1b,INT4,16,15W,13.476812446995554,0.8665862280470407,1.9067942726394795,1.1539532566235489,0
llama3.2-1b,INT4,16,25W,22.267737183237085,1.3528737739286043,3.100417763944441,0.7391672595560075,0
llama3.2-1b,INT4,16,MAXN,35.92322376554964,2.1406272622376763,4.968333249893539,0.46715279097896906,0
