model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,throughput_infps
resnet18,FP8,8,7W,default,train,128,64,6.140868906483176,5.467234310255201,4.645078590241094,5.895851576956165,1.1232130466704895,304.2398919046696,113.14912701841595,31.608391608391607,41.90138157743301,1.2218510817562238,19.542896105995503,0.39085792211991005,3.575,50.0,13.947147282556493
resnet18,FP8,8,15W,default,inference,128,64,13.603347018740799,7.135565753842084,2.532791906007941,12.861678316867962,1.9064146401308395,2086.536408152888,199.7165592857759,3.3566433566433567,42.805244999394304,1.6825472857021415,25.527636140729424,0.5105527228145885,3.575,50.0,13.947147282556493
resnet18,FP8,8,15W,default,inference,128,64,14.045444131818638,7.367465522009778,2.6151054710541324,13.279671833124635,1.9064146401308395,2154.3470521881663,206.2071762032478,3.3566433566433567,42.805244999394304,1.6825472857021415,26.3572624250527,0.5271452485010539,3.575,50.0,13.947147282556493
resnet18,FP8,8,15W,default,inference,128,64,13.954765486191931,7.319900504558755,2.5982221158493672,13.193937082062765,1.9064146401308397,2140.4383946143016,204.8758841998673,3.3566433566433567,42.805244999394304,1.6825472857021415,26.1870975775263,0.5237419515505259,3.575,50.0,13.947147282556493
resnet18,FP8,8,15W,default,train,128,64,13.09040735861041,11.168180874180054,8.468711676274127,12.346699664774896,1.1721163460805322,864.6059546170476,280.6546742442504,15.104895104895105,45.61581275763221,2.6320911367061908,39.923772251829035,0.7984754450365807,3.575,50.0,13.947147282556493
resnet18,FP8,8,15W,default,train,128,64,12.946003330716993,11.044981476461308,8.375290895421376,12.210499689178944,1.1721163460805324,855.0682390237117,277.55869225547536,15.104895104895105,45.61581275763221,2.6320911367061908,39.483361700504865,0.7896672340100973,3.575,50.0,13.947147282556493
resnet18,FP8,8,15W,default,train,128,64,13.317704023261443,11.362100757143121,8.61575904196533,12.561082882681818,1.1721163460805322,879.6186310249066,285.52785119183255,15.104895104895105,45.61581275763221,2.6320911367061908,40.6169928693799,0.812339857387598,3.575,50.0,13.947147282556493
resnet18,FP8,8,25W,default,inference,128,64,22.931197380581047,11.226297618066184,2.5274863260993596,22.284684675922634,2.04263223377211,3895.2920684333008,368.38782337787126,3.3566433566433567,45.880738604288254,2.783402347048944,40.173198480140286,0.8034639696028057,3.575,50.0,13.947147282556493
resnet18,FP8,8,25W,default,inference,128,64,22.449139641078766,10.990299315712916,2.4743537170706587,21.81621787316014,2.04263223377211,3813.405559933736,360.6436049469538,3.3566433566433567,45.880738604288254,2.783402347048944,39.32868081599455,0.7865736163198911,3.575,50.0,13.947147282556493
resnet18,FP8,8,25W,default,inference,128,64,22.688628528194524,11.107544546232702,2.500750284044105,22.048954709540162,2.04263223377211,3854.0872193768632,364.49097446645703,3.3566433566433567,45.880738604288254,2.783402347048944,39.74824175021932,0.7949648350043864,3.575,50.0,13.947147282556493
resnet18,FP8,8,25W,default,train,128,64,21.3428280216692,18.365311309011513,13.07277701709085,20.47784519639775,1.1621272115979147,1659.9243504217761,442.33124784028433,12.587412587412587,50.05078384366711,4.3760193954034365,65.65042831601164,1.3130085663202329,3.575,50.0,13.947147282556493
resnet18,FP8,8,25W,default,train,128,64,21.533614857253774,18.529481662894064,13.189636589630219,20.66089981693093,1.1621272115979149,1674.7626705265543,446.2853151724084,12.587412587412587,50.05078384366711,4.3760193954034365,66.23728763289631,1.3247457526579263,3.575,50.0,13.947147282556493
resnet18,FP8,8,25W,default,train,128,64,21.379275762917608,18.39667426212427,13.09510176213557,20.512815782408452,1.1621272115979149,1662.759049420179,443.0866292195001,12.587412587412587,50.05078384366711,4.3760193954034365,65.76254137908276,1.3152508275816552,3.575,50.0,13.947147282556493
resnet18,FP8,8,MAXN,default,inference,128,64,37.11123758182888,16.67268392960597,2.494584490291559,35.33394115548805,2.2258706359766003,6782.979491519594,531.0366298485268,3.3566433566433567,50.379894537129125,4.455598515022765,59.66371128014865,1.193274225602973,3.575,50.0,13.947147282556493
resnet18,FP8,8,MAXN,default,inference,128,64,35.78022914821566,16.074711876738107,2.4051152833534277,34.066676123783054,2.2258706359766003,6539.705391906743,511.9908022517671,3.3566433566433567,50.379894537129125,4.455598515022765,57.523849931697534,1.1504769986339507,3.575,50.0,13.947147282556493
resnet18,FP8,8,MAXN,default,inference,128,64,37.36960694673497,16.788759572426393,2.5119518499502087,35.5799369381898,2.2258706359766003,6830.202764511522,534.7337201569089,3.3566433566433567,50.379894537129125,4.455598515022765,60.07909153141088,1.2015818306282176,3.575,50.0,13.947147282556493
resnet18,FP8,8,MAXN,default,train,128,64,34.415165492879254,29.267360183285014,20.533867474214716,32.69003715091736,1.1758889519709474,2600.2869000207024,771.9596094683616,11.188811188811188,57.255877487777795,7.014738217667618,104.62653116224226,2.092530623244845,3.575,50.0,13.947147282556493
resnet18,FP8,8,MAXN,default,train,128,64,34.82213139450907,29.613452304439566,20.77668437690606,33.07660308058543,1.1758889519709472,2631.0357889947245,781.0881792134078,11.188811188811188,57.255877487777795,7.014738217667618,105.86375986589772,2.117275197317954,3.575,50.0,13.947147282556493
resnet18,FP8,8,MAXN,default,train,128,64,34.338841205240264,29.202452449003594,20.488328457185517,32.61753876938402,1.1758889519709474,2594.5201096403935,770.2475948249636,11.188811188811188,57.255877487777795,7.014738217667618,104.39449550747406,2.087889910149481,3.575,50.0,13.947147282556493
resnet18,FP8,16,7W,default,inference,128,64,7.056028765409834,4.738952559744592,3.029513934889222,6.804887858212335,1.4889426885906876,664.3008853124976,120.85425415707446,3.22180916976456,40.54566099005127,0.7004496056945242,19.128196801563888,0.38256393603127775,4.035,50.0,12.364817244036917
resnet18,FP8,16,7W,default,inference,128,64,6.860709981246131,4.607773041781697,2.945653593889721,6.616520935822219,1.4889426885906878,645.9122923019116,117.50887295643538,3.22180916976456,40.54566099005127,0.7004496056945242,18.59870687646032,0.3719741375292064,4.035,50.0,12.364817244036917
resnet18,FP8,16,7W,default,inference,128,64,7.177852810957076,4.820771723424122,3.081819226698575,6.9223758951725385,1.4889426885906878,675.7702009856575,122.94083212500806,3.22180916976456,40.54566099005127,0.7004496056945242,19.45844975203567,0.3891689950407134,4.035,50.0,12.364817244036917
resnet18,FP8,16,7W,default,train,128,64,6.668487954579046,5.880575712259845,4.954535491648389,6.3712884747959615,1.13398556210688,315.43231577115404,128.1589287553067,28.500619578686493,41.786319222594614,1.0870948588531233,23.726958804899745,0.4745391760979949,4.035,50.0,12.364817244036917
resnet18,FP8,16,7W,default,train,128,64,6.760211353462841,5.961461573551923,5.022683899245396,6.458923968502771,1.1339855621068797,319.7710090877476,129.9217230533262,28.500619578686493,41.786319222594614,1.0870948588531233,24.053317242012433,0.4810663448402487,4.035,50.0,12.364817244036917
resnet18,FP8,16,7W,default,train,128,64,6.9362426541395745,6.116693973821356,5.153471168081207,6.627109950819029,1.1339855621068797,328.09762843517274,133.3047962590956,28.500619578686493,41.786319222594614,1.0870948588531233,24.67964924530589,0.4935929849061178,4.035,50.0,12.364817244036917
resnet18,FP8,16,15W,default,inference,128,64,15.855882835670577,8.22418471308376,2.8219539046415623,14.998781768095547,1.9279580151508073,2357.644010445081,251.480186638241,2.973977695167286,42.851706489272615,1.4650064470216564,33.20895936422294,0.6641791872844588,4.035,50.0,12.364817244036917
resnet18,FP8,16,15W,default,inference,128,64,15.490867671489244,8.034857372284392,2.7569902581205623,14.653497759230087,1.927958015150807,2303.3691507937647,245.69091066001525,2.973977695167286,42.851706489272615,1.4650064470216564,32.44446243395092,0.6488892486790183,4.035,50.0,12.364817244036917
resnet18,FP8,16,15W,default,inference,128,64,15.328794511409141,7.950792699295427,2.7281452551859586,14.500185579536229,1.9279580151508073,2279.2701574373596,243.12037018816577,2.973977695167286,42.851706489272615,1.4650064470216564,32.10501233565535,0.6421002467131071,4.035,50.0,12.364817244036917
resnet18,FP8,16,15W,default,train,128,64,14.075323841693793,12.14447335432569,9.143336712879544,13.387697688847512,1.1589900550673415,1001.3987332353433,254.52792727467045,12.391573729863692,45.493131967315485,2.3194151010099944,48.99948673443906,0.9799897346887811,4.035,50.0,12.364817244036917
resnet18,FP8,16,15W,default,train,128,64,14.43284018759651,12.452945669803793,9.375579492350363,13.727748178029794,1.1589900550673415,1026.8344830571268,260.99299305311297,12.391573729863692,45.493131967315485,2.3194151010099944,50.244084560068714,1.0048816912013743,4.035,50.0,12.364817244036917
resnet18,FP8,16,15W,default,train,128,64,14.48250586139611,12.495798215071506,9.407842336440433,13.774987519292578,1.1589900550673413,1030.3679820648638,261.8911110041521,12.391573729863692,45.493131967315485,2.3194151010099944,50.41698235992549,1.0083396471985098,4.035,50.0,12.364817244036917
resnet18,FP8,16,25W,default,inference,128,64,25.87339611342858,12.461661694581297,2.72926202447392,25.09183742256689,2.076239649859786,4551.818474652794,390.2406639398875,2.973977695167286,45.86085032377362,2.4813065067928273,50.331123098133375,1.0066224619626676,4.035,50.0,12.364817244036917
resnet18,FP8,16,25W,default,inference,128,64,25.3385933311895,12.204079299275826,2.672848211700785,24.573189448939853,2.0762396498597857,4457.732442273454,382.1743941737178,2.973977695167286,45.86085032377362,2.4813065067928273,49.29077939728735,0.9858155879457471,4.035,50.0,12.364817244036917
resnet18,FP8,16,25W,default,inference,128,64,24.26181434816269,11.685459503579539,2.559263896203778,23.528936770872487,2.076239649859786,4268.298382416293,365.93366012354784,2.973977695167286,45.86085032377362,2.4813065067928273,47.1961376538296,0.943922753076592,4.035,50.0,12.364817244036917
resnet18,FP8,16,25W,default,train,128,64,24.374273074347794,21.312175739205703,15.440637834050234,23.660704277238413,1.1436783073024817,1877.3887150018882,480.7849120413039,12.88723667905824,50.291462700867314,3.878387811971784,85.99003009921447,1.7198006019842893,4.035,50.0,12.364817244036917
resnet18,FP8,16,25W,default,train,128,64,23.23967764622709,20.320117552147146,14.721893236402384,22.55932468666824,1.1436783073024814,1789.9983486779663,458.40490663775535,12.88723667905824,50.291462700867314,3.878387811971784,81.98728939318661,1.6397457878637323,4.035,50.0,12.364817244036917
resnet18,FP8,16,25W,default,train,128,64,23.012715437976553,20.12166820952924,14.578116999510172,22.339006908363842,1.1436783073024814,1772.5169539630647,453.9280549590363,12.88723667905824,50.291462700867314,3.878387811971784,81.18658911961055,1.6237317823922108,4.035,50.0,12.364817244036917
resnet18,FP8,16,MAXN,default,inference,128,64,41.75334078820642,18.820546805593324,2.7178706360301885,39.93510403218187,2.218497752456249,7431.475438345892,604.0026923337053,2.973977695167286,50.48069376755599,3.9413707702463006,76.0144818268987,1.520289636537974,4.035,50.0,12.364817244036917
resnet18,FP8,16,MAXN,default,inference,128,64,40.516692680822885,18.26312090510983,2.6373728958563203,38.7523083591345,2.2184977524562486,7211.370415312777,586.113374443722,2.973977695167286,50.48069376755599,3.9413707702463006,73.76308916440962,1.4752617832881925,4.035,50.0,12.364817244036917
resnet18,FP8,16,MAXN,default,inference,128,64,40.25903629583457,18.146980879859388,2.6206011427528364,38.505872161579504,2.2184977524562486,7165.511399951916,582.386124185609,2.973977695167286,50.48069376755599,3.9413707702463006,73.29401013445542,1.4658802026891085,4.035,50.0,12.364817244036917
resnet18,FP8,16,MAXN,default,train,128,64,37.73004798280092,32.66678675140769,22.847113336294022,36.40401670687542,1.1549972230181176,2867.024372974375,775.7524432707008,10.408921933085502,57.33129192542993,6.20731814149917,131.79704641893846,2.635940928378769,4.035,50.0,12.364817244036917
resnet18,FP8,16,MAXN,default,train,128,64,38.20044741397036,33.07405996539885,23.131959756901693,36.85788384107581,1.1549972230181171,2902.769003747462,785.424138048538,10.408921933085502,57.33129192542993,6.20731814149917,133.44022629757376,2.668804525951475,4.035,50.0,12.364817244036917
resnet18,FP8,16,MAXN,default,train,128,64,38.31197795623529,33.1706234376239,23.199496139064443,36.96549461659855,1.1549972230181176,2911.2439673401514,787.7172729711551,10.408921933085502,57.33129192542993,6.20731814149917,133.82982018472495,2.676596403694499,4.035,50.0,12.364817244036917
resnet18,INT4,1,7W,default,inference,128,64,4.239089823895475,3.0823413305731955,2.29052568108112,4.054318469777934,1.375282413355295,334.72956423270267,72.45940207260388,5.210420841683367,40.53995691618933,1.142608955431087,7.693659390996473,0.15387318781992945,2.495,50.0,20.0
resnet18,INT4,1,7W,default,inference,128,64,4.5332061939294395,3.296200220338539,2.449446847363481,4.335615040700076,1.3752824133552943,357.953758214208,77.48677757012094,5.210420841683367,40.53995691618933,1.142608955431087,8.227460576241988,0.16454921152483976,2.495,50.0,20.0
resnet18,INT4,1,7W,default,inference,128,64,4.441526405804881,3.2295377027099694,2.399909112175221,4.247931345911755,1.3752824133552946,350.7144835579139,75.91968111649021,5.210420841683367,40.53995691618933,1.142608955431087,8.06106800326723,0.1612213600653446,2.495,50.0,20.0
resnet18,INT4,1,7W,default,train,128,64,4.188017320613112,3.7908553313228057,3.365060273738271,4.044480007667951,1.1047684373520312,158.49884858637856,83.34423624208206,53.3066132264529,41.67455359615169,1.7765934616238714,9.458033989578658,0.18916067979157314,2.495,50.0,20.0
resnet18,INT4,1,7W,default,train,128,64,4.15092680491109,3.7572822182178354,3.335258147489407,4.008660707567978,1.1047684373520308,157.09512850066858,82.60611114221793,53.3066132264529,41.67455359615169,1.7765934616238714,9.374270401382857,0.18748540802765715,2.495,50.0,20.0
resnet18,INT4,1,7W,default,train,128,64,4.138236980895369,3.745795807503444,3.325061909172565,3.9964058061185983,1.1047684373520312,156.6148720114331,82.35357548878807,53.3066132264529,41.67455359615169,1.7765934616238714,9.345612261343241,0.18691224522686484,2.495,50.0,20.0
resnet18,INT4,1,15W,default,inference,128,64,9.433150285564425,5.198584490204678,2.1855139698006782,8.965039826269571,1.8145613105526393,1315.103259274309,165.15432986703118,4.809619238476953,43.07209294560692,2.368819441063395,12.983518306350486,0.2596703661270097,2.495,50.0,20.0
resnet18,INT4,1,15W,default,inference,128,64,9.287974867205467,5.118578696234153,2.151879086936499,8.827068589939847,1.8145613105526397,1294.863926700276,162.6126181157691,4.809619238476953,43.07209294560692,2.368819441063395,12.78370301190107,0.2556740602380214,2.495,50.0,20.0
resnet18,INT4,1,15W,default,inference,128,64,9.2659824156222,5.106458713594071,2.146783778507146,8.806167491329873,1.814561310552639,1291.7978942634936,162.22757722344645,4.809619238476953,43.07209294560692,2.368819441063395,12.753433230429465,0.2550686646085893,2.495,50.0,20.0
resnet18,INT4,1,15W,default,train,128,64,8.831600036702948,7.8802120019818735,6.128629883934426,8.613392057313902,1.1207312740420943,573.7162250789166,188.6485337499902,16.432865731462925,45.86007198208634,3.7524336567104704,19.659950046038553,0.39319900092077104,2.495,50.0,20.0
resnet18,INT4,1,15W,default,train,128,64,8.75396051546812,7.8109362326399445,6.074752456510556,8.537670825288163,1.1207312740420943,568.6726256343466,186.99010472454395,16.432865731462925,45.86007198208634,3.7524336567104704,19.487117365354237,0.38974234730708474,2.495,50.0,20.0
resnet18,INT4,1,15W,default,train,128,64,8.62201320210201,7.693203002183884,5.983188499306906,8.408983618416434,1.1207312740420945,560.1010967812381,184.17162708795252,16.432865731462925,45.86007198208634,3.7524336567104704,19.193390568544366,0.3838678113708873,2.495,50.0,20.0
resnet18,INT4,1,25W,default,inference,128,64,15.93908504003058,7.80805152557982,2.029369903847415,15.137588134793416,2.041365248143256,2489.5409125430724,267.08616161000344,4.809619238476953,45.84218848825358,3.9666023273320725,19.505883312528514,0.39011766625057026,2.495,50.0,20.0
resnet18,INT4,1,25W,default,inference,128,64,16.137994648602923,7.905491025323074,2.054695145052227,15.326495573523998,2.0413652481432565,2520.608794243629,270.4192264457524,4.809619238476953,45.84218848825358,3.9666023273320725,19.749304287120754,0.39498608574241506,2.495,50.0,20.0
resnet18,INT4,1,25W,default,inference,128,64,15.364551937439892,7.5266060061592945,1.9562201474948142,14.59194542977111,2.0413652481432565,2399.8040386310754,257.4588937521908,4.809619238476953,45.84218848825358,3.9666023273320725,18.802783000925093,0.3760556600185019,2.495,50.0,20.0
resnet18,INT4,1,25W,default,train,128,64,14.52982256649687,12.510298261335098,9.302290678972966,13.851889514208406,1.1614289494122938,1141.5704045226933,375.5178343970525,17.23446893787575,50.180467365434666,6.284112421057575,31.206322488475827,0.6241264497695166,2.495,50.0,20.0
resnet18,INT4,1,25W,default,train,128,64,14.984546230782573,12.901819124075605,9.593414103531973,14.285396663270594,1.161428949412294,1177.2968612642653,387.26999756905167,17.23446893787575,50.180467365434666,6.284112421057575,32.18295198590418,0.6436590397180837,2.495,50.0,20.0
resnet18,INT4,1,25W,default,train,128,64,14.918751376175516,12.845169206196125,9.551290886958988,14.22267166766591,1.161428949412294,1172.1275305002082,385.56955413944775,17.23446893787575,50.180467365434666,6.284112421057575,32.04164155753842,0.6408328311507684,2.495,50.0,20.0
resnet18,INT4,1,MAXN,default,inference,128,64,25.087526782662277,11.564683223499086,2.0090679542575196,24.020335753325348,2.169322436059916,4363.808454013481,417.40534507282,4.809619238476953,50.41623315256557,6.362151292661487,28.901485973197566,0.5780297194639513,2.495,50.0,20.0
resnet18,INT4,1,MAXN,default,inference,128,64,25.554906872885166,11.780133025913788,2.0464968475023384,24.467834097376226,2.169322436059916,4445.106112671558,425.18159777121144,4.809619238476953,50.41623315256557,6.362151292661487,29.439920041998,0.58879840083996,2.495,50.0,20.0
resnet18,INT4,1,MAXN,default,inference,128,64,24.430747514204715,11.261925432614644,1.956471530835236,23.39149502777895,2.169322436059915,4249.56606778924,406.47787583433507,4.809619238476953,50.41623315256557,6.362151292661487,28.144859105222224,0.5628971821044445,2.495,50.0,20.0
resnet18,INT4,1,MAXN,default,train,128,64,22.311481040678906,19.460455543594225,13.780068182034137,21.670143593824797,1.1465035333164721,1799.521273415927,529.443633322597,13.627254509018035,57.39761934275239,10.00783998148383,48.54997102983104,0.9709994205966208,2.495,50.0,20.0
resnet18,INT4,1,MAXN,default,train,128,64,22.59318859184349,19.70616569012094,13.954057047020918,21.9437535381432,1.146503533316472,1822.2422541647304,536.1284548793135,13.627254509018035,57.39761934275239,10.00783998148383,49.16296903847911,0.9832593807695822,2.495,50.0,20.0
resnet18,INT4,1,MAXN,default,train,128,64,23.047986832280586,20.10284849764924,14.23495058120029,22.385478727005463,1.146503533316472,1858.923777335986,546.9206578893561,13.627254509018035,57.39761934275239,10.00783998148383,50.152613847686595,1.003052276953732,2.495,50.0,20.0
resnet18,INT4,2,7W,default,inference,128,64,4.638692841453112,3.386071716553401,2.4756243269357325,4.496584712218398,1.369933430168078,402.27062148423653,79.66506117683844,5.026929982046679,40.44861081407956,0.99286128419947,9.433226126725202,0.18866452253450405,2.785,50.0,17.905223175104137
resnet18,INT4,2,7W,default,inference,128,64,4.6678113923258255,3.4073271660748716,2.4911646085127774,4.524811205148934,1.3699334301680781,404.79580216695183,80.16514411311883,5.026929982046679,40.44861081407956,0.99286128419947,9.492441488520704,0.1898488297704141,2.785,50.0,17.905223175104137
resnet18,INT4,2,7W,default,inference,128,64,4.62182580804697,3.3737594150687436,2.4666225586249864,4.480234406831338,1.3699334301680774,400.80790079054253,79.375386198542,5.026929982046679,40.44861081407956,0.99286128419947,9.398925398988869,0.1879785079797774,2.785,50.0,17.905223175104137
resnet18,INT4,2,7W,default,train,128,64,4.648457996523747,4.106482464327977,3.612623210954816,4.409936000446681,1.1319804813252659,181.11357170653835,84.89439544241769,35.5475763016158,41.81082947776708,1.5839632721491772,11.436733490293694,0.22873466980587387,2.785,50.0,17.905223175104137
resnet18,INT4,2,7W,default,train,128,64,4.6122755766785835,4.074518644772712,3.5845034667603106,4.375610175414425,1.1319804813252656,179.7038295305212,84.23359896739404,35.5475763016158,41.81082947776708,1.5839632721491772,11.34771285310336,0.2269542570620672,2.785,50.0,17.905223175104137
resnet18,INT4,2,7W,default,train,128,64,4.741455767898999,4.18863738917825,3.684897911014179,4.4981618637879714,1.1319804813252656,184.73695790194216,86.59280587966352,35.5475763016158,41.81082947776708,1.5839632721491772,11.66553855365135,0.233310771073027,2.785,50.0,17.905223175104137
resnet18,INT4,2,15W,default,inference,128,64,10.275444663219528,5.7257161248783905,2.3253449206016494,9.951544851755294,1.794613012435675,1482.8307648324715,173.81493834817704,4.308797127468582,42.95972736697949,2.1682570556242626,15.960767523528931,0.31921535047057864,2.785,50.0,17.905223175104137
resnet18,INT4,2,15W,default,inference,128,64,10.017453070521793,5.581957224820275,2.2669611270725003,9.701685600865916,1.7946130124356747,1445.6004664601123,169.45086513783534,4.308797127468582,42.95972736697949,2.1682570556242626,15.560031208066812,0.31120062416133626,2.785,50.0,17.905223175104137
resnet18,INT4,2,15W,default,inference,128,64,10.072715467865924,5.612750714537108,2.2794670710171374,9.755206031738767,1.7946130124356747,1453.5752826949358,170.38565973818248,4.308797127468582,42.95972736697949,2.1682570556242626,15.645869855999951,0.312917397119999,2.785,50.0,17.905223175104137
resnet18,INT4,2,15W,default,train,128,64,9.657461938007607,8.37952601570661,6.411378785494365,9.235892781896897,1.1525069460856892,596.0466717515536,200.28342939197753,16.876122082585276,45.2876348424355,3.3727819462109316,23.33476888367782,0.4666953776735564,2.785,50.0,17.905223175104137
resnet18,INT4,2,15W,default,train,128,64,9.874824600715295,8.568125887877379,6.555681126356618,9.443767093019472,1.1525069460856894,609.462027929152,204.79125347539747,16.876122082585276,45.2876348424355,3.3727819462109316,23.859969762623358,0.47719939525246713,2.785,50.0,17.905223175104137
resnet18,INT4,2,15W,default,train,128,64,9.788410753717802,8.493146862986482,6.4983128541367465,9.361125397834625,1.1525069460856892,604.1286715849353,202.9991406268347,16.876122082585276,45.2876348424355,3.3727819462109316,23.651172962700173,0.47302345925400346,2.785,50.0,17.905223175104137
resnet18,INT4,2,25W,default,inference,128,64,17.454421404847803,8.674557366261308,2.228867578094611,16.87890619208238,2.012139717092052,2865.068140374517,300.2373335414336,4.308797127468582,45.912928866898426,3.6007597369647666,24.186584369222878,0.48373168738445754,2.785,50.0,17.905223175104137
resnet18,INT4,2,25W,default,inference,128,64,16.54451377753003,8.222348397078603,2.1126756080172586,15.999000457671077,2.0121397170920523,2715.7107200828386,284.5858127342749,4.308797127468582,45.912928866898426,3.6007597369647666,22.925725754327267,0.45851451508654534,2.785,50.0,17.905223175104137
resnet18,INT4,2,25W,default,inference,128,64,17.03774990105166,8.467478553464789,2.1756601079650535,16.475973372806248,2.0121397170920523,2796.6733066049655,293.0700755521367,4.308797127468582,45.912928866898426,3.6007597369647666,23.60920284238422,0.47218405684768444,2.785,50.0,17.905223175104137
resnet18,INT4,2,25W,default,train,128,64,16.19605503299062,13.973311393261119,10.117669346163485,15.565462503861793,1.1590706438275942,1226.737974705733,368.2197407812528,14.362657091561939,50.20650610411034,5.626303715249719,38.914082000965195,0.7782816400193039,2.785,50.0,17.905223175104137
resnet18,INT4,2,25W,default,train,128,64,15.93777614532091,13.750478653043665,9.956322624433158,15.31723969075249,1.1590706438275942,1207.1751540729433,362.3477315250918,14.362657091561939,50.20650610411034,5.626303715249719,38.29351817888479,0.7658703635776958,2.785,50.0,17.905223175104137
resnet18,INT4,2,25W,default,train,128,64,16.2408580240934,14.011965630033803,10.145657757463253,15.608521092922565,1.159070643827594,1230.1314881541766,369.2383435049705,14.362657091561939,50.20650610411034,5.626303715249719,39.021729651341204,0.780434593026824,2.785,50.0,17.905223175104137
resnet18,INT4,2,MAXN,default,inference,128,64,26.24796823620615,12.17827724388435,2.097855821563613,25.2654762499039,2.155310452419473,4565.88116976253,405.7954306377443,4.308797127468582,50.421475606015065,5.712118658071817,33.95948381305923,0.6791896762611845,2.785,50.0,17.905223175104137
resnet18,INT4,2,MAXN,default,inference,128,64,28.17073864066098,13.070385572081987,2.251532290927507,27.11627512129088,2.155310452419473,4900.350531523153,435.5215960030691,4.308797127468582,50.421475606015065,5.712118658071817,36.44715409057214,0.7289430818114429,2.785,50.0,17.905223175104137
resnet18,INT4,2,MAXN,default,inference,128,64,26.300115673937935,12.202472105312893,2.102023679618026,25.31567174837636,2.1553104524194735,4574.952310120833,406.6016336840371,4.308797127468582,50.421475606015065,5.712118658071817,34.02695189484021,0.6805390378968041,2.785,50.0,17.905223175104137
resnet18,INT4,2,MAXN,default,train,128,64,26.193297793645733,22.329333969490207,15.448987119055225,24.898082093604383,1.1730442936379146,2103.159603961176,550.6752360884865,10.771992818671453,57.205471334296476,9.003072494956792,62.179623674669784,1.2435924734933956,2.785,50.0,17.905223175104137
resnet18,INT4,2,MAXN,default,train,128,64,25.14343746310983,21.43434617045321,14.829772278257634,23.900135637895293,1.1730442936379148,2018.8623209546788,528.6034797967667,10.771992818671453,57.205471334296476,9.003072494956792,59.68738612680656,1.1937477225361313,2.785,50.0,17.905223175104137
resnet18,INT4,2,MAXN,default,train,128,64,26.31216384596597,22.43066522608888,15.519095133924349,25.011070414209435,1.1730442936379148,2112.703811853278,553.1742185358298,10.771992818671453,57.205471334296476,9.003072494956792,62.46179686489553,1.2492359372979107,2.785,50.0,17.905223175104137
resnet18,INT4,4,7W,default,inference,128,64,5.158181920401736,3.7295491384744293,2.6667122686499747,5.020138375828931,1.383057771565302,480.3105628845505,81.60800002606607,4.437400950871632,40.47193209105736,0.8765566242166741,11.770668263267995,0.2354133652653599,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,7W,default,inference,128,64,5.214654677464235,3.770380952028093,2.695907941936994,5.075099805901222,1.3830577715653019,485.5690943111079,82.5014599371253,4.437400950871632,40.47193209105736,0.8765566242166741,11.899535778906728,0.23799071557813456,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,7W,default,inference,128,64,5.203730261246934,3.762482210238777,2.6902601623115223,5.064467749503775,1.3830577715653016,484.55185362757095,82.32862389281664,4.437400950871632,40.47193209105736,0.8765566242166741,11.874606902560757,0.23749213805121513,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,7W,default,train,128,64,5.189441524324544,4.686336128716256,4.11122803330956,5.022252044135227,1.10735580670909,194.58706532967648,99.36281897792377,38.985736925515056,41.72360616092081,1.4015473640189116,14.784878033854568,0.29569756067709135,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,7W,default,train,128,64,5.045004325124065,4.5559018109248255,3.9968006407621472,4.882468212766553,1.1073558067090903,189.17114329160736,96.59726372297685,38.985736925515056,41.72360616092081,1.4015473640189116,14.373372024253928,0.28746744048507855,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,7W,default,train,128,64,4.776331576909781,4.313276318209216,3.783950196438342,4.622451358814577,1.10735580670909,179.09679495103492,91.45295647527334,38.985736925515056,41.72360616092081,1.4015473640189116,13.607915125905752,0.272158302518115,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,15W,default,inference,128,64,11.112599470516676,6.090253253263481,2.443836539986055,10.629782013935987,1.8246530987134164,1585.2807425555347,178.07881272151337,3.803486529318542,42.89830698505565,1.8841410655764557,19.230330746144976,0.3846066149228995,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,15W,default,inference,128,64,11.325592218164413,6.206983796618774,2.4906770169450763,10.833520705684178,1.8246530987134166,1615.6654695535508,181.4920101214587,3.803486529318542,42.89830698505565,1.8841410655764557,19.59891426205979,0.39197828524119577,3.1550000000000002,50.0,15.817959093978228
resnet18,INT4,4,15W,default,inference,128,64,11.184725514548065,6.129781886997885,2.4596981988496007,10.698774343553854,1.8246530987134164,1595.569966867365,179.2346287231149,3.803486529318542,42.89830698505565,1.8841410655764557,19.355144718412628,0.38710289436825257,3.1550000000000002,50.0,15.817959093978228
